simplified	traditional	pinyin	eng	freq
舂	舂	chong1	to pound (grain)/beat	159
谠	讜	dang3	advice/counsels	158
阡	阡	qian1	road leading north and south	158
莒	莒	ju3	(fibrous plant)	158
萸	萸	yu2	cornelian cherry	158
妗	妗	jin4	wife of mother's brother	158
稔	稔	ren3	ripe grain	158
穰	穰	rang2	(surname)/abundant/stalk of grain	158
蚧	蚧	jie4	horned toad	158
餍	饜	yan4	eat to the full	158
谯	譙	qiao2/qiao4	(surname)/drum tower, ridicule/to blame	157
芗	薌	xiang1	(Fujian drama)	157
菸	菸	yan1	cigarette/tobacco	157
葩	葩	pa1	corolla of flower	157
踔	踔	chuo1		157
厣	厴	yan3	operculum	156
佻	佻	tiao1	frivolous/unsteady/delay	156
嘌	嘌	piao4		156
饩	餼	xi4	grain ration/sacrificial victim	156
钏	釧	chuan4	an armlet/bracelet	156
蠓	蠓	meng3	grasshopper/midge/sandfly	156
黩	黷	du2	blacken/constantly/to insult	156
倨	倨	ju4	stubborn	156
缬	纈	xie2	knot/tie a knot	155
殚	殫	dan1	entirely/to exhaust	155
钿	鈿	dian4/tian2	gold inlaid work, gold inlaid work	155
鎏	鎏	liu2	bessemerizing of matte	155
恁	恁	ren4/nin2	that, like this, thus, so, such	155
藿	藿	huo4	Lophanthus rugosus/beans	155
囟	囟	xin4	skull/top of head	154
鄣	鄣	zhang1	place name	154
呋	呋	fu1		154
婺	婺	wu4	beautiful	154
绱	鞝	shang4		154
瓯	甌	ou1	bowl/cup	154
旃	旃	zhan1	felt/silken banner	154
锶	鍶	si1	strontium	154
酩	酩	ming3		154
恹	懨	yan1	contented/peaceful	153
逶	逶	wei1	winding, curving/swagger	153
缦	縵	man4	plain thin silk/slow/unadorned	153
鸹	鴰	gua1	the crow	153
螟	螟	ming2	Heliothus armigera	152
菟	菟	tu4/tu2	dodder/cuscuta	152
阗	闐	tian2	fill up/rumbling sound	152
濉	濉	sui1	name of a river	152
篑	簣	kui4	basket for carrying soil	152
醪	醪	lao2	wine or liquor with sediment	152
鲛	鮫	jiao1	shark	152
讦	訐	jie2	accuse/pry	152
媪	媼	ao3	old woman	152
邬	鄔	wu1	(surname)/ancient place name	152
殇	殤	shang1	die prematurely	152
鄯	鄯	shan4	name of a district in Xinjiang	151
芡	芡	qian4	Euryale ferox	151
嫠	嫠	li2	widow	151
肼	肼	jing3		151
峤	嶠	jiao4/qiao2	highest peak	151
矽	矽	xi1		150
讧	訌	hong4		150
掼	摜	guan4	fling/smash	150
焖	燜	men4	cook in a covered vessel	150
愆	愆	qian1	fault/transgression	150
聩	聵	kui4	born deaf/deaf	150
岘	峴	xian4	steep hill	150
靛	靛	dian4	indigo pigment	149
菖	菖	chang1	calamus	149
卟	卟	bu3		149
姒	姒	si4	(surname)/wife of older brother	149
杷	杷	pa2	loquat	149
砉	砉	hua1		149
袢	袢	pan4		149
蚋	蚋	rui4	(mosquito)/Simulia lugubris/blackfly	149
笳	笳	jia1	whistle made of reed	149
挈	挈	qie4	pull out/take family along	149
踽	踽	ju3	hunchbacked/walk alone	148
黾	黽	min3/mian3	toad	148
侩	儈	kuai4	broker	147
凫	鳧	fu2	mallard/Anas platyrhyncha	147
诔	誄	lei3	eulogize the dead/eulogy	147
郯	郯	tan2	(surname)/name of an ancient city	147
韪	韙	wei3	correct/right	147
挲	挲	suo1	feel/to fondle	147
笪	笪	da2	(surname)/rough bamboo mat	147
鼋	黿	yuan2	sea turtle	147
莜	莜	you2		147
菅	菅	jian1	(grass)/Themeda forsbali	146
嵊	嵊	sheng4	name of a district in Zhejiang	146
裢	褳	lian2	pouch hung from belt	146
趿	趿	ta1		146
箸	箸	zhu4	chopsticks	146
莴	萵	wo1	(lettuce)/Lactuca sativa	145
莠	莠	you3	Setaria viridis/vicious	145
阌	閿	wen2	wen xiang, Henan province	145
旯	旯	la2		145
圜	圜	huan2/yuan2	circle/encircle, circle/round	145
涪	涪	fu2	name of a river	145
赍	齎	ji1		145
柞	柞	zuo4/zha4	oak/Quercus serrata	144
嗍	嗍	suo1		144
囵	圇	lun2	complete	144
榧	榧	fei3	Torreya nucifera	144
裰	裰	duo1		144
笾	籩	bian1	basket for fruits	144
簟	簟	dian4	fine woven grass mat	144
跎	跎	tuo2	stumble	144
巽	巽	xun4	a sign in the trigram/obey	144
曷	曷	he2	why/how/when/what/where	144
逖	逖	ti4	far	143
骓	騅	zhui1	(surname)/piebald	143
绔	絝	ku4		143
枋	枋	fang1	Santalum album	143
镒	鎰	yi4	abrasion/gold-20 taels in weight	143
魃	魃	ba2	drought demon	143
餮	餮	tie4	gluttonous	143
讵	詎	ju4	how (interj. of surprise)	143
乜	乜	mie1/nie4	squint	142
鄢	鄢	yan1	(surname)/name of a feudal state	142
瑭	瑭	tang2	(jade)	142
踅	踅	chi4/xue2	walk with one leg, to walk around/turn back midway	142
馓	饊	san3		141
蟛	蟛	peng2	(land-crab)/grapsus sp.	141
鳟	鱒	zun1		141
荛	蕘	rao2	fuel/grass	141
忪	忪	zhong1/song1	restless/agitated	140
阍	閽	hun1	door-keeper	140
姹	奼	cha4		140
纰	紕	pi1	error/carelessness/spoiled silk	140
桉	桉	an1	eucalyptus globulus	140
氪	氪	ke4	krypton	140
氘	氘	dao1	deuterium	140
垅	壠	long3		139
汊	汊	cha4	branching stream	139
娉	娉	ping1	graceful	139
纡	紆	yu1	(surname)/cord/twist	139
缟	縞	gao3	plain white silk	139
旮	旮	ga1		139
镢	钁	jue2		139
傈	傈	li4		139
堋	堋	peng2	target in archery	138
蔺	藺	lin4	juncus effusus	138
庥	庥	xiu1	protection/shade	138
枥	櫪	li4	stable	138
腭	齶	e4		138
鹕	鶘	hu2	pelican	138
笮	笮	ze2	board under tiles on roof/narrow	138
髂	髂	qia4		138
魍	魍	wang3	elf/sprite	138
缁	緇	zi1	Buddhists/black silk/dark	138
槊	槊	shuo4	long lance	138
跞	躒	li4	move/walk	138
醚	醚	mi2	ether	137
吒	吒	zha4	upbraid	137
枳	枳	zhi3	(orange)/hedge thorn	137
搿	搿	ge2	to hug	137
鹧	鷓	zhe4	partridge/Francolinus chinensis	137
蜍	蜍	chu2	Bufo vulgaris/toad	137
舻	艫	lu2	bow of ship	137
鏊	鏊	ao4		137
禳	禳	rang2	sacrifice for avoiding calamity	137
蒺	蒺	ji2	Tribulus terrestris	136
钹	鈸	bo2	cymbals	136
蜢	蜢	meng3	grasshopper	136
鬻	鬻	yu4	vend	136
珩	珩	heng2	top gem of pendant from girdle	136
卮	卮	zhi1	goblet	135
垭	埡	ya4/ya1	character used in place names	135
苄	苄	bian4		135
苕	苕	tiao2	Teocoma grandiflora	135
菀	菀	wan3	luxuriance of growth	135
骠	驃	piao4/biao1	white horse	135
袷	袷	jia2	lined	135
跹	躚	xian1	manner of dancing/walk around	135
瘘	瘻	lou4		135
磬	磬	qing4	musical stone	134
缶	缶	fou3	pottery	134
笸	笸	po3	flat basket-tray	134
鸷	鷙	zhi4	birds of prey	134
芰	芰	ji4	Trapa natans/water caltrop	133
蕲	蘄	qi2	(herb)/implore/pray/place name	133
阆	閬	lang2		133
纨	紈	wan2	white/white silk	133
琮	琮	cong2	(surname)/octagonal jade badge	133
牦	犛	mao2		133
砩	砩	fei4/fu2	dam up water with rocks, name of a stone	133
蠲	蠲	juan1	bright/glow-worm/remit taxes	133
锒	鋃	lang2	chain/ornament	133
锕	錒	a1		133
郓	鄆	yun4	place name	133
妯	妯	zhou2	wives of brothers	132
驷	駟	si4	team of 4 horses	132
鹩	鷯	liao2	eastern wren	132
舢	舢	shan1	sampan	132
趸	躉	dun3	wholesale	132
芫	芫	yuan2	daphne genkwa	131
嗉	嗉	su4	crop (of bird), crop of a bird/fat	131
蠊	蠊	lian2	cockroach	131
笊	笊	zhao4	loosely woven bamboo ladle	131
莸	蕕	you2	Caryopteris divaricata	130
饴	飴	yi2	syrup	130
阃	閫	kun3	door to women's room/threshold	130
浯	浯	wu2		130
枇	枇	pi2	loquat	130
焱	焱	yan4	flames	130
铆	鉚	mao3	riveting	129
擤	擤	xing3	blow nose	129
柢	柢	di3	foundation/root	129
醢	醢	hai3	minced meat/pickled meat	129
呲	呲	ci1		128
崾	崾	yao3		128
溆	漵	xu4	name of a river	128
潴	瀦	zhu1	pool/pond	128
牖	牖	you3	enlighten/lattice window	128
硪	硪	wo4		128
碓	碓	dui4	pestle/pound with a pestle	128
鹆	鵒	yu4	mynah	128
鬣	鬣	lie4	bristles/mane	128
堀	堀	ku1	cave/hole	128
帙	帙	zhi4	(surname)/book cover	128
诎	詘	qu1		127
獐	獐	zhang1	river deer/roebuck	127
桁	桁	heng2	pole plate/purlin/ridge-pole	127
蛱	蛺	jia2	butterfly	127
鳏	鰥	guan1	widower	127
郴	郴	chen1	name of a district in Hunan	127
幂	冪	mi4	power (math.term)	127
箝	箝	qian2	pliers/pincers/to clamp	127
僳	僳	su4	Lisu (ethnic group)	127
疝	疝	shan4	hernia	127
茴	茴	hui2	fennel	126
揶	揶	ye2	gesticulate/play antics	126
呦	呦	you1	bleating of the deer	126
嗌	嗌	ai4		126
囹	囹	ling2	prison	126
螈	螈	yuan2	salamander/newt/Diemyelilus pyrogaster	126
脲	脲	niao4		126
镊	鑷	nie4	forceps/to nip	125
锑	銻	ti1	antimony	125
胨	腖	dong4		125
膈	膈	ge2	diaphragm	125
痼	痼	gu4	obstinate disease	125
鳊	鯿	bian1		125
赅	賅	gai1	(surname)/include in/prepare	125
贽	贄	zhi4	gifts to superiors	125
苤	苤	pie3	Brassica campestris subsp. rapa	124
峄	嶧	yi4	name of hills in Shandong	124
桡	橈	rao2		124
雎	雎	ju1	(fish hawk)/osprey	124
鲋	鮒	fu4	silver carp	124
鞫	鞫	ju1		124
鼬	鼬	you4	weasel, mustela itatis	124
獯	獯	xun1	name of a tribe	123
昀	昀	yun2	sun light/used in personal name	123
痍	痍	yi2	bruise/sores	123
蟊	蟊	mao2	Spanish fly/grain-eating grub	123
鞴	鞴	bei4		123
疖	癤	jie2/jie1	pimple, sore, boil	123
熘	熘	liu1		123
乇	乇	tuo1		122
羸	羸	lei2	entangled/lean	122
嵴	嵴	ji2		122
栀	梔	zhi1	gardenia	122
槲	槲	hu2	oak/Quercus dentata	122
炝	熗	qiang4		122
炷	炷	zhu4	candlewick/incense stick	122
硐	硐	dong4		122
锸	鍤	cha1		122
鹂	鸝	li2	Chinese oriole	122
裾	裾	ju1	garment	122
侪	儕	chai2	a class/a company/companion	122
珐	琺	fa4	enamel ware/cloisonne ware	121
哔	嗶	bi4	beiges/serge	121
屙	屙	e1	defecate	121
旆	旆	pei4	pennant/streamer	121
佰	佰	bai3	(complicated form of) hundred (used to avoid fraud)	121
僦	僦	jiu4	hire/to rent	121
牯	牯	gu3	bullock/cow	121
钪	鈧	kang4	scandium	121
掾	掾	yuan4	official	121
仟	仟	qian1	thousand	120
圮	圮	pi3	destroyed/injure	120
芟	芟	shan1	cut down/mow/scythe	120
崃	崍	lai2	name of a mountain in Sichuan	120
廪	廩	lin3	government granary	120
擘	擘	bo4	thumb/break/tear/pierce/split/to analyze	120
笱	笱	gou3	basket for trapping fish	120
跗	跗	fu1	instep/tarsus	120
鲅	鮁	ba4		120
硷	礆	jian3	base (chem.)/soda/alkali	119
苎	苧	zhu4	Boehmeria nivea	119
匏	匏	pao2	bottle gourd/Lagenaria vulgaris	119
嗾	嗾	sou3	to urge on/incite	119
圄	圄	yu3	imprison	119
彀	彀	gou4	enough	119
粳	粳	jing1		118
卣	卣	you3	wine container	118
勐	勐	meng3		118
掴	摑	guo2	to slap	118
涑	涑	su4	name of a river	118
浞	浞	zhuo2		118
玳	玳	dai4	tortoise shell/turtle	118
愍	愍	min3	pity/sympathize	118
畛	畛	zhen3	border/boundary/field-path	118
赧	赧	nan3	blush	118
貉	貉	hao2/he2/mo4	badger-like animal, badger-like animal, name of a wild tribe/silent	117
擀	擀	gan3		117
湫	湫	jiao3/qiu1	marsh	117
逦	邐	li3	winding	117
椴	椴	duan4	Hibiscus syriacus	117
铄	鑠	shuo4	bright/melt/fuse (metal)	117
箧	篋	qie4	portfolio/trunk	117
刖	刖	yue4	cut off the feet as punishment	117
鲮	鯪	ling2	pangolin/Manis pentadactylata	117
訇	訇	hong1	(surname)/sound of a crash	116
茱	茱	zhu1	cornelian cherry	116
啖	啖	dan4	eat/taste/entice (with a bait)	116
悭	慳	qian1	stingy	116
愀	愀	qiao3	change countenance/worry	116
朐	朐	qu2	(surname)	116
畈	畈	fan4	field/farm	116
鹨	鷚	liu4		116
蛘	蛘	yang2		116
佶	佶	ji2	difficult to pronounce	115
缃	緗	xiang1	light yellow color	115
晟	晟	sheng4	brightness of sun/splendor	115
鲱	鯡	fei1		115
凼	凼	dang4		115
苴	苴	ju1	(hemp)/(surname)/sack cloth	115
颛	顓	zhuan1	(surname)/good/simple	115
厍	厙	she4	(surname)	114
匚	匚	fang1/qu1	box/basket	114
徉	徉	yang2	walk back and forth	114
洙	洙	zhu1	(surname)/name of a river	114
氡	氡	dong1	radon	114
胗	胗	zhen1	gizzard	114
癯	癯	qu2		114
鞒	鞽	qiao2		114
锆	鋯	gao4	zirconium	114
佤	佤	wa3	Kawa	114
勰	勰	xie2	harmonious	113
钺	鉞	yue4	battle-axe	113
繇	繇	yao2/you2/zhou4	folk-song/forced labor, cause/means, interpretations of the trigrams	113
螭	螭	chi1	hornless dragon	113
嵬	嵬	wei2	rocky	112
轸	軫	zhen3	d (11th)/strongly (as of emotion)	112
肟	肟	wo4		112
肫	肫	zhun1	gizzard	112
瘿	癭	ying3	goiter/knob on tree	112
仞	仞	ren4	(measure)	111
奁	奩	lian2	bridal trousseau	111
宄	宄	gui3	traitor	111
轳	轤	lu2	windlass	111
熳	熳	man4	to spread	111
睇	睇	di4	look down upon	111
钼	鉬	mu4	molybdenum	111
蝼	螻	lou2	mole-cricket/Gryllotalpa africona	111
跆	跆	tai2	trample	111
樗	樗	chu1	simarubaceae	111
鲰	鯫	zou1	(surname)/minnows/small fish	111
诶	誒	ei1		110
薜	薜	bi4	Ficus pumila	110
铧	鏵	hua2	ploughshare/spade	110
裥	襉	jian3		110
榇	櫬	chen4	Sterculia plantanifolia/coffin	110
怄	慪	ou4	annoyed	109
寤	寤	wu4	awake from sleep	109
缗	緡	min2	cord/fishing-line/string of coins	109
硗	磽	qiao1	stony soil	109
碡	碡	du2/zhou2	stone roller	109
矬	矬	cuo2	short/dwarfish	109
鸱	鴟	chi1	scops owl	109
虺	虺	hui1/hui3	sick/with no ambition, poisonous snakes	109
糅	糅	rou2	mix	109
雠	讎	chou2	enmity/feud	109
帑	帑	tang3	treasury	109
镧	鑭	lan2	lanthanum	109
埙	壎	xun1	ancient porcelain wind-instrument	108
啁	啁	zhou1	twittering of birds	108
悒	悒	yi4	anxiety/worry	108
犍	犍	jian1	bullock	108
硌	硌	ge4		108
锩	錈	juan4/juan3	to bend iron	108
虿	蠆	chai4	(scorpion)/an insect	108
蛑	蛑	mou2	marine crab	108
艉	艉	wei3		108
钅	釒	jin1		108
咴	咴	hui1		107
筮	筮	shi4	divine by stalk	107
艏	艏	shou3		107
糁	糝	san3/shen1	to mix (of powders)	107
鼍	鼉	tuo2	large water lizard	107
肄	肄	yi4	descendants/distress/practice	107
籴	糴	di2	buy up (grain)	106
骜	驁	ao4	a noble steed/untamed	106
砻	礱	long2	grind/mill	106
蜮	蜮	yu4	mythical creature/toad/worm	106
龀	齔	chen4	replace the milk teeth	106
黢	黢	qu1		106
劢	勱	mai4	put forth effort	106
耪	耪	pang3	to weed	105
鬯	鬯	chang4	sacrificial spirit	105
畚	畚	ben3	a basket or pan used for earth/manure etc	105
觳	觳	hu2	(measure)/frightened	105
稞	稞	ke1	(wheat)	105
鹁	鵓	bo2	woodpidgeon	105
鲲	鯤	kun1	sea-monster/young of fishes	105
捌	捌	ba1	complicated form of the numeral eight/split	104
菔	菔	fu2	turnip	104
獬	獬	xie4	(mythical animal)	104
柘	柘	zhe4	Cudrania triloba	104
娆	嬈	rao2/rao3	graceful, disturbance	104
篪	篪	chi2	bamboo flute with 8 holes	104
谰	讕	lan2	make a false charge	103
孬	孬	nao1		103
伥	倀	chang1	groping/rash/reckless	103
谇	誶	sui4	abuse	103
鄄	鄄	juan4	name of a district in Shandong	103
狎	狎	xia2	be intimate with	103
闫	閆	yan2	(surname)	103
滟	灩	yan4	tossing of billows	103
齑	齏	ji1	fragment/spices	103
遒	遒	qiu2	consolidate/end/strong	103
磔	磔	zhe2	tearing off limbs as punishment	103
聃	聃	dan1	ears without rim	103
綦	綦	qi2	dark gray/superlative/variegated	103
鲡	鱺	li2		103
蔻	蔻	kou4		102
泠	泠	ling2	(surname)/sound of water flowing	102
砗	硨	che1	Tridacna gigas	102
钕	釹	nu:3/nv3	neodymium	102
镫	鐙	deng4	stirrup	102
菹	菹	zu1		101
胂	胂	shen4	arsine	101
煅	煅	duan4		101
煸	煸	bian1		101
螯	螯	ao2	nippers/claw (of crab)/chela/pincers/Astacus fluviatilis	101
躅	躅	zhu2		101
鲠	鯁	geng3	blunt/fish bones/unyielding	101
佥	僉	qian1	all	101
罘	罘	fu2	place name	101
嶝	嶝	deng4	path leading up a mountain	101
坨	坨	tuo2	lump/spherical substance	100
菽	菽	shu1		100
哞	哞	mou1	moo (sound made by cow)	100
徜	徜	chang2	sit cross-legged/walk back and forth	100
慊	慊	qian4/qie4	dissatisfied, contented	100
洳	洳	ru4		100
渑	澠	sheng2/mian3	name of a river in Shandong	100
灞	灞	ba4	name of a river	100
盍	盍	he2	why not	100
钋	釙	po1	polonium	100
鸫	鶇	dong1	thrush/Tardus fuscatus	100
踯	躑	zhi2	hesitating/to stop	100
縻	縻	mi2	tie up	100
萘	萘	nai4		100
褫	褫	chi3	strip/deprive of/to discharge/dismiss/undress	100
羰	羰	tang1	carbonyl (radical)	100
俅	俅	qiu2	ornamental cap	99
芤	芤	kou1	hollow/scallion stalk	99
隳	隳	hui1	destroy/overthrow	99
洮	洮	tao2	cleanse/name of a river	99
胼	胼	pian2	callous on hand or foot	99
罴	羆	pi2	(bear)	99
镛	鏞	yong1	large bell	99
怛	怛	da2	distressed/alarmed/shocked/grieved	99
芊	芊	qian1	green/luxuriant growth	98
啉	啉	lin2		98
噌	噌	ceng1/cheng1	to scold/whoosh!, sound of bells, etc	98
嫱	嬙	qiang2	female court officials	98
绲	緄	gun3	cord/embroidered sash/sew	98
膻	羶	shan1	rank odor (of sheep or goats)	98
焐	焐	wu4		98
亓	亓	qi2	(surname)/his/her/its/their	97
倮	倮	luo3		97
莼	蓴	chun2		97
蘅	蘅	heng2	Asarum blumei	97
嘞	嘞	lei		97
缒	縋	zhui4	let down with a rope	97
镆	鏌	mo4	sword	97
伧	傖	cang1	low fellow/rustic/rude/rough	96
荏	荏	ren3	Perilla ocimoides/soft	96
唳	唳	li4	cry of a crane or wild goose	96
檩	檁	lin3	cross-beam/ridge-pole	96
鸶	鷥	si1	heron	96
蚬	蜆	xian3	Cyclina orientalis	96
骱	骱	xie4/jie4	joint of bones	96
蘖	櫱	nie4		96
澍	澍	shu4	moisture/timely rain	96
韫	韞	yun4	contain	96
嘏	嘏	gu3/jia3	good fortune/longevity, far/grand	95
垡	垡	fa2		95
腚	腚	ding4		95
焯	焯	chao1		95
怙	怙	hu4	presume	95
羧	羧	suo1	(chem.) carboxyl (radical)	95
鼙	鼙	pi2	drum carried on horseback	95
倥	倥	kong1/kong3	ignorant/blank-minded, urgent/pressed	94
亳	亳	bo2	name of district in Anhui/capital of Yin	94
艽	艽	jiao1		94
荠	薺	ji4/qi2	Capsella bursa pastoris, water chestnut	94
昴	昴	mao3	the Pleiades	94
舨	舨	ban3	sampan	94
魈	魈	xiao1	elf	94
醣	醣	tang2	carbohydrate	94
枵	枵	xiao1	empty/hollow of a tree	94
粜	糶	tiao4		94
甙	甙	dai4		93
珲	琿	hun2/hui1	(fine jade)	93
杓	杓	biao1/shao2	(star), ladle	93
楸	楸	qiu1	Catalpa/Mallotus japonicus	93
楦	楦	xuan4	block (hat)/stretch (shoe)	93
疃	疃	tuan3		93
蛏	蟶	cheng1	mussel/razor clam/Solecurtus constricta	93
蠛	蠛	mie4	minute flies	93
髌	髕	bin4	kneecap	93
茔	塋	ying2	a grave	93
诼	諑	zhuo2	complain	92
嬖	嬖	bi4	(treat as a) favorite	92
耒	耒	lei3	plough	92
蜣	蜣	qiang1	dung beetle	92
笄	笄	ji1	15 years old/hairpin for bun	92
跣	跣	xian3	barefooted	92
钣	鈑	ban3	metal plate/sheet of metal	92
戆	戇	zhuang4/gang4	simple/stupid	91
蜉	蜉	fu2	(dragon fly)/(large ant)/(wasp)	91
喾	嚳	ku4	name of an emperor	91
铍	鈹	pi2	beryllium	91
陉	陘	xing2	border the stove/defile/pass	90
薹	薹	tai2	Carex dispalatha	90
肷	肷	qian3		90
岵	岵	hu4	wooded hill	90
瓴	瓴	ling2	concave channels of tiling	90
荽	荽	sui1	coriander	89
怫	怫	fei4/fu2	anger, anxious	89
钭	鈄	tou3	a wine flagon	89
窀	窀	zhun1	grave	89
缯	繒	zeng1/zeng4	(surname)/silk fabrics, to tie/to bind	89
倬	倬	zhuo1	noticeable, large/clear, distin	88
摭	摭	zhi2	pick up/to select	88
帔	帔	pei4	cape	88
楝	楝	lian4	Melia japonica	88
痱	痱	fei4	prickly heat	88
蚶	蚶	han1	small clam/arca inflata	88
螬	螬	cao2	larva of Mimela lucidula	88
髑	髑	du2	skull	88
鼗	鼗	tao2		87
狷	狷	juan4	timid/cautious	87
殛	殛	ji2	put to death	87
裉	裉	ken4	s seam in a garment	87
粝	糲	li4		87
萋	萋	qi1	Celosia argentea/luxuriant	87
葭	葭	jia1	reed/Phragmites communis	87
衽	衽	ren4	overlapping part of Chinese gown	87
鳢	鱧	li3	snakefish	87
傧	儐	bin1	best man/entertain	86
喁	喁	yong2	breathing (of fish)	86
嫘	嫘	lei2	(surname)	86
罟	罟	gu3	implicate/net for birds or fish	86
钌	釕	liao3	ruthenium	86
裼	裼	ti4		86
愦	憒	kui4	confused/troubled	86
蝽	蝽	chun1		86
锗	鍺	zhe3	germanium	85
衿	衿	jin1	overlapping part of Chinese gown	85
粢	粢	zi1	common millet	85
醵	醵	ju4	contribute to a feast	85
跫	跫	qiong2	sound of trampling	85
鐾	鐾	bei4		85
廛	廛	chan2	market place	85
墉	墉	yong1	fortified wall	85
哌	哌	pai4		85
扦	扦	qian1	graft (tree)/stick in	84
堇	堇	jin3	yellow loam/clay/season/few	84
婧	婧	jing4	modest/supple	84
暌	暌	kui2	in opposition to/separated from	84
罱	罱	lan3		84
镞	鏃	zu2	arrowhead/sharp	84
蹰	躕	chu2	irresolute/undecided	84
陟	陟	zhi4	advance/ascend	84
鳔	鰾	biao4	air bladder of fish	84
脘	脘	wan3		84
岿	巋	kui1	high and mighty (of mountain)/hilly	83
侔	侔	mou2	similar/comparable/equal	83
郾	郾	yan3	place name	83
唿	唿	hu1		83
砹	砹	ai4		83
疴	痾	ke1		83
麸	麩	fu1	bran	83
薨	薨	hong1	death of a prince/swarming	83
滁	滁	chu2	name of a river	82
偾	僨	fen4	instigate/ruin/destroy	82
拊	拊	fu3	pat	82
撺	攛	cuan1	rush/stir up/throw/fling/hurry/rage	82
呒	嘸	fu3/mu2	unclear/an expletive	82
狯	獪	kuai4	crafty/cunning	82
猢	猢	hu2	(monkey)	82
椁	槨	guo3	outer coffin	82
榱	榱	cui1	small rafter	82
罾	罾	zeng1	large square net	82
铳	銃	chong4	a gun/a pistol	82
裎	裎	cheng2	take off clothes	82
眦	眥	zi4		82
璎	瓔	ying1	necklace	82
崞	崞	guo1	name of a mountain	81
缇	緹	ti2	orange red silk	81
蝣	蝣	you2	Ephemera strigata	81
萑	萑	huan2	(reeds)	80
狲	猻	sun1	(monkey)	80
缱	繾	qian3	attached to/loving	80
晷	晷	gui3	sundial	80
冼	冼	xian3	(surname)	80
痧	痧	sha1	cholera	80
蕖	蕖	qu2	lotus	79
狍	狍	pao2		79
憷	憷	chu4		79
锛	錛	ben1	adz/adze	79
窨	窨	xun1/yin4	to scent tea with flowers, cellar	79
袼	袼	ge1		79
帏	幃	wei2	curtain/women's apartment/tent	79
儋	儋	dan1	carry	79
绨	綈	ti2	coarse greenish black pongee	79
疠	癘	li4	sore caused by varnish poisoning	79
蘩	蘩	fan2	Artemisia stellariana	78
嵝	嶁	lou3	mountain peak	78
庀	庀	pi3	prepare	78
汜	汜	si4	stream which returns after branching	78
炅	炅	gui4	(surname)	78
煳	煳	hu2		78
泶	澩	xue2		78
瓠	瓠	hu4	gourd	78
窳	窳	yu3	bad/useless/weak	78
虮	蟣	ji3	nymph of louse	78
蚰	蚰	you2	house centipede	78
邰	邰	tai2	(surname)/name of a feudal state	78
苊	苊	e4		77
砀	碭	dang4	stone with color veins	77
捩	捩	lie4	tear/twist	77
蹉	蹉	cuo1	error/slip/miss/err	77
莪	莪	e2	zedoary	77
螽	螽	zhong1	(grasshopper)/Gompsocleis mikado	77
蘼	蘼	mi2	millet	76
槔	槔	gao1	water pulley	76
曛	曛	xun1	twilight/sunset	76
蛲	蟯	nao2		76
鹾	鹺	cuo2	brine/salt	76
隹	隹	zhui1	short-tailed bird	76
犸	獁	ma3	mammoth	76
衄	衄	nu:4/nv4	bleed at the nose/check in battle	76
銎	銎	qiong1/qiong2	eye of an axe	75
