simplified	traditional	pinyin	eng	level
省会	省會	sheng3 hui4	provincial capital,	6
盛产	盛產	sheng4 chan3	superabundant, to teem with, to produce in abundance, to abound in,	6
盛开	盛開	sheng4 kai1	blooming, in full flower,	6
盛情	盛情	sheng4 qing2	great kindness, magnificent hospitality,	6
盛行	盛行	sheng4 xing2	to be in vogue, to be prevalent,	6
胜负	勝負	sheng4 fu4	victory or defeat, the outcome of a battle,	6
失误	失誤	shi1 wu4	lapse, mistake, to make a mistake, fault, service fault (in volleyball, tennis etc),	6
失踪	失蹤	shi1 zong1	to be missing, to disappear, unaccounted for,	6
师范	師範	shi1 fan4	teacher-training, pedagogical, normal (school, e.g. Beijing Normal University),	6
施加	施加	shi1 jia1	to exert (effort or pressure),	6
施展	施展	shi1 zhan3	to use fully, to put to use,	6
尸体	屍體	shi1 ti3	dead body, corpse, carcass, CL:具[jù],	6
拾	拾	she4	to pick up, to collate or arrange, ten (banker's anti-fraud numeral),	6
拾	拾	shi2	to pick up, to collate or arrange, ten (banker's anti-fraud numeral),	6
十足	十足	shi2 zu2	ample, complete, hundred percent, a pure shade (of some color),	6
识别	識別	shi2 bie2	to distinguish, to discern,	6
时差	時差	shi2 cha1	time difference, time lag, jet lag,	6
时常	時常	shi2 chang2	often, frequently,	6
时而	時而	shi2 er2	occasionally, from time to time,	6
时光	時光	shi2 guang1	time, era, period of time,	6
时机	時機	shi2 ji1	fortunate timing, occasion, opportunity,	6
时事	時事	shi2 shi4	current trends, the present situation, how things are going,	6
时装	時裝	shi2 zhuang1	the latest fashion in clothes, fashionable,	6
实惠	實惠	shi2 hui4	tangible benefit, material advantages, advantageous (deal), substantial (discount),	6
实力	實力	shi2 li4	strength,	6
实施	實施	shi2 shi1	to implement, to carry out,	6
实事求是	實事求是	shi2 shi4 qiu2 shi4	to seek truth from facts (idiom), to be practical and realistic,	6
实质	實質	shi2 zhi4	substance, essence,	6
石油	石油	shi2 you2	oil, petroleum,	6
使命	使命	shi3 ming4	mission (diplomatic or other), set task,	6
是非	是非	shi4 fei1	right and wrong, quarrel,	6
试图	試圖	shi4 tu2	to attempt, to try,	6
试验	試驗	shi4 yan4	experiment, test, experimental, CL:次,個|个[gè],	6
势必	勢必	shi4 bi4	to be bound to, undoubtedly will,	6
势力	勢力	shi4 li5	power, (ability to) influence,	6
世代	世代	shi4 dai4	generation, an era, accumulation of years, passing on from generation to generation,	6
世界观	世界觀	shi4 jie4 guan1	worldview, world outlook, Weltanschauung,	6
示范	示範	shi4 fan4	to demonstrate, to show how to do sth, demonstration, a model example,	6
示威	示威	shi4 wei1	to demonstrate (as a protest), a demonstration, a military show of force,	6
示意	示意	shi4 yi4	to hint, to indicate (an idea to sb),	6
释放	釋放	shi4 fang4	to release, to set free, to liberate (a prisoner), to discharge,	6
事故	事故	shi4 gu4	accident, CL:樁|桩,起,次[cì],	6
事迹	事跡	shi4 ji4	deed, past achievement, important event of the past,	6
事件	事件	shi4 jian4	event, happening, incident, CL:個|个[gè],	6
事态	事態	shi4 tai4	situation, existing state of affairs,	6
事务	事務	shi4 wu4	(political, economic etc) affairs, work,	6
事项	事項	shi4 xiang4	matter, item,	6
事业	事業	shi4 ye4	undertaking, project, activity, (charitable, political or revolutionary) cause, publicly funded institution, enterprise or foundation, career, occupation, CL:個|个[gè],	6
适宜	適宜	shi4 yi2	suitable, appropriate,	6
视力	視力	shi4 li4	vision, eyesight,	6
视线	視線	shi4 xian4	line of sight,	6
视野	視野	shi4 ye3	field of view, horizon,	6
逝世	逝世	shi4 shi4	to pass away, to die,	6
收藏	收藏	shou1 cang2	to hoard, to collect, collection, to bookmark (internet),	6
收缩	收縮	shou1 suo1	to pull back, to shrink, to contract,	6
收益	收益	shou1 yi4	earnings, profit,	6
收音机	收音機	shou1 yin1 ji1	radio, CL:臺|台[tái],	6
手法	手法	shou3 fa3	technique, trick, skill,	6
手势	手勢	shou3 shi4	gesture, sign, signal,	6
手艺	手藝	shou3 yi4	craftmanship, workmanship, handicraft, trade,	6
首要	首要	shou3 yao4	the most important, of chief importance,	6
守护	守護	shou3 hu4	to guard, to protect,	6
受罪	受罪	shou4 zui4	to endure, to suffer, hardships, torments, a hard time, a nuisance,	6
授予	授予	shou4 yu3	to award, to confer,	6
书法	書法	shu1 fa3	calligraphy, handwriting, penmanship,	6
书籍	書籍	shu1 ji2	books, works,	6
书记	書記	shu1 ji5	secretary, clerk, CL:個|个[gè],	6
书面	書面	shu1 mian4	in writing, written,	6
舒畅	舒暢	shu1 chang4	happy, entirely free from worry,	6
疏忽	疏忽	shu1 hu5	to neglect, to overlook, negligence, carelessness,	6
数	數	shu3	to count, to enumerate, to criticize (i.e. enumerate shortcomings),	6
数	數	shu4	to count, to enumerate, to criticize (i.e. enumerate shortcomings),	6
数	數	shuo4	to count, to enumerate, to criticize (i.e. enumerate shortcomings),	6
竖	豎	shu4	to erect, vertical, vertical stroke (in Chinese characters),	6
竖	豎	shu4	to erect, vertical, vertical stroke (in Chinese characters),	6
束	束	Shu4	to bind, bunch, bundle, classifier for bunches, bundles, beams of light etc, to control,	6
束	束	shu4	to bind, bunch, bundle, classifier for bunches, bundles, beams of light etc, to control,	6
束缚	束縛	shu4 fu4	to bind, to restrict, to tie, to commit, fetters,	6
树立	樹立	shu4 li4	to set up, to establish,	6
数额	數額	shu4 e2	amount, sum of money, fixed number,	6
数目	數目	shu4 mu4	amount, number,	6
耍	耍	Shua3	to play with, to wield, to act (cool etc), to display (a skill, one's temper etc),	6
耍	耍	shua3	to play with, to wield, to act (cool etc), to display (a skill, one's temper etc),	6
衰老	衰老	shuai1 lao3	to age, to deteriorate with age, old and weak,	6
衰退	衰退	shuai1 tui4	to decline, to fall, to drop, to falter, a decline, recession (in economics),	6
率领	率領	shuai4 ling3	to lead, to command, to head,	6
涮	涮	shuan4	to rinse, to trick, to fool sb, to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),	6
双胞胎	雙胞胎	shuang1 bao1 tai1	twin, CL:對|对[duì],	6
爽快	爽快	shuang3 kuai5	refreshed, rejuvenated, frank and straightforward,	6
水利	水利	shui3 li4	water conservancy, irrigation works,	6
水龙头	水龍頭	shui3 long2 tou2	faucet, tap,	6
水泥	水泥	shui3 ni2	cement, CL:袋[dài],	6
司法	司法	si1 fa3	judicial, (administration of) justice,	6
司令	司令	si1 ling4	commanding officer,	6
思念	思念	si1 nian4	to think of, to long for, to miss,	6
思索	思索	si1 suo3	to think deeply, to ponder,	6
思维	思維	si1 wei2	(line of) thought, thinking,	6
思绪	思緒	si1 xu4	train of thought, emotional state, mood, feeling,	6
私自	私自	si1 zi4	private, personal, secretly, without explicit approval,	6
斯文	斯文	si1 wen2	refined, educate, cultured, intellectual, polite, gentle,	6
死亡	死亡	si3 wang2	to die, death,	6
四肢	四肢	si4 zhi1	the four limbs of the body,	6
肆无忌惮	肆無忌憚	si4 wu2 ji4 dan4	absolutely unrestrained, unbridled, without the slightest scruple,	6
饲养	飼養	si4 yang3	to raise, to rear,	6
耸	聳	song3	to excite, to raise up, to shrug, high, lofty, towering,	6
艘	艘	sou1	classifier for ships, Taiwan pr. [sāo],	6
搜索	搜索	sou1 suo3	to search, to look for sth, to scour (search meticulously), to look sth up, internet search, database search,	6
苏醒	蘇醒	su1 xing3	to wake up, to regain consciousness,	6
俗话	俗話	su2 hua4	common saying, proverb,	6
塑造	塑造	su4 zao4	to model, to mould, plastic (arts), flexible, to portray (in sculpture or in words),	6
素食	素食	su4 shi2	vegetables, vegetarian food,	6
素质	素質	su4 zhi4	inner quality, basic essence, change over time,	6
诉讼	訴訟	su4 song4	lawsuit,	6
算了	算了	suan4 le5	let it be, let it pass, forget about it,	6
算数	算數	suan4 shu4	to count numbers, to keep to one's word, to hold (i.e. to remain valid), to count (i.e. to be important),	6
随即	隨即	sui2 ji2	immediately, presently, following which,	6
随身	隨身	sui2 shen1	to (carry) on one's person, to (take) with one,	6
随手	隨手	sui2 shou3	conveniently, without extra trouble, while doing it, in passing,	6
随意	隨意	sui2 yi4	as one wishes, according to one's wishes, at will, voluntary, conscious,	6
岁月	歲月	sui4 yue4	years, passing of time,	6
隧道	隧道	sui4 dao4	tunnel,	6
损坏	損壞	sun3 huai4	to damage, to injure,	6
索赔	索賠	suo3 pei2	to ask for compensation, to claim damages, claim for damages,	6
索性	索性	suo3 xing4	you might as well (do it), simply, just,	6
塌	塌	ta1	collapse,	6
踏实	踏實	ta1 shi5	practical, down-to-earth, realistic, firmly based, steadfast, to have peace of mind, free from anxiety,	6
台风	臺風	tai2 feng1	hurricane, typhoon,	6
台风	臺風	tai2 feng1	hurricane, typhoon,	6
太空	太空	tai4 kong1	outer space,	6
泰斗	泰鬥	tai4 dou3	leading scholar of his time, magnate,	6
瘫痪	癱瘓	tan1 huan4	paralysis, be paralyzed (body, transportation, etc),	6
贪婪	貪婪	tan1 lan2	avaricious, greedy, rapacious, insatiable, avid,	6
贪污	貪污	tan1 wu1	corruption,	6
摊儿	攤兒	tan1 r5	erhua variant of 攤|摊[tān],	6
弹性	彈性	tan2 xing4	flexibility, elasticity,	6
坦白	坦白	tan3 bai2	honest, forthcoming, to confess,	6
探测	探測	tan4 ce4	to probe, to take readings, to explore, exploration,	6
探索	探索	tan4 suo3	to explore, to probe,	6
探讨	探討	tan4 tao3	to investigate, to probe,	6
探望	探望	tan4 wang4	to visit,	6
叹气	嘆氣	tan4 qi4	to sigh, to heave a sigh,	6
糖葫芦	糖葫蘆	tang2 hu2 lu5	sugar-coated Chinese hawthorn fruit on a stick, tanghulu,	6
倘若	倘若	tang3 ruo4	provided that, supposing that, if,	6
掏	掏	tao1	variant of 掏[tāo],	6
掏	掏	tao1	variant of 掏[tāo],	6
滔滔不绝	滔滔不絕	tao1 tao1 bu4 jue2	unceasing torrent (idiom), talking non-stop, gabbling forty to the dozen,	6
陶瓷	陶瓷	tao2 ci2	pottery and porcelain, ceramics,	6
淘气	淘氣	tao2 qi4	naughty, bad,	6
淘汰	淘汰	tao2 tai4	to wash out, elimination (by selection), natural selection, to knock out (in a competition), to die out, to phase out,	6
讨价还价	討價還價	tao3 jia4 huan2 jia4	to haggle over price,	6
特长	特長	te4 chang2	personal strength, one's special ability or strong points,	6
特定	特定	te4 ding4	special, specific, designated, particular,	6
特色	特色	te4 se4	characteristic, distinguishing feature or quality,	6
提拔	提拔	ti2 ba2	to promote to a higher job, to select for promotion,	6
提炼	提煉	ti2 lian4	to extract (ore, minerals etc), to refine, to purify, to process,	6
提示	提示	ti2 shi4	to prompt, to present, to point out, to draw attention to sth, hint, brief, cue,	6
提议	提議	ti2 yi4	proposal, suggestion, to propose, to suggest,	6
题材	題材	ti2 cai2	subject matter,	6
体谅	體諒	ti3 liang4	to empathize, to allow (for something), to show understanding, to appreciate,	6
体面	體面	ti3 mian4	"dignity, face (as in ""losing face""), honorable, creditable, pretty,"	6
体系	體系	ti3 xi4	system, setup, CL:個|个[gè],	6
天才	天才	tian1 cai2	talent, gift, genius, talented, gifted,	6
天伦之乐	天倫之樂	tian1 lun2 zhi1 le4	family love and joy, domestic bliss,	6
天然气	天然氣	tian1 ran2 qi4	natural gas,	6
天生	天生	tian1 sheng1	nature, disposition, innate, natural,	6
天堂	天堂	tian1 tang2	paradise, heaven,	6
天文	天文	tian1 wen2	astronomy,	6
田径	田徑	tian2 jing4	track and field (athletics),	6
舔	舔	tian3	to lick, to lap,	6
挑剔	挑剔	tiao1 ti5	picky, fussy,	6
条款	條款	tiao2 kuan3	clause (of contract or law), CL:項|项[xiàng],	6
条理	條理	tiao2 li3	arrangement, order, tidiness,	6
条约	條約	tiao2 yue1	treaty, pact, CL:個|个[gè],	6
调和	調和	tiao2 he2	harmonious, to mediate, to reconcile, to compromise, mediation, to mix, to blend, blended, to season, seasoning, to placate,	6
调剂	調劑	tiao2 ji4	to adjust, to balance, to make up a medical prescription,	6
调节	調節	tiao2 jie2	to adjust, to regulate, to harmonize, to reconcile (accountancy etc),	6
调解	調解	tiao2 jie3	to mediate, to bring parties to an agreement,	6
调料	調料	tiao2 liao4	condiment, seasoning, flavoring,	6
挑拨	挑撥	tiao3 bo1	to incite disharmony, to instigate,	6
挑衅	挑釁	tiao3 xin4	to provoke, provocation,	6
跳跃	跳躍	tiao4 yue4	to jump, to leap, to bound, to skip,	6
停泊	停泊	ting2 bo2	to anchor, anchorage, mooring (of a ship),	6
停顿	停頓	ting2 dun4	to halt, to break off, pause (in speech),	6
停滞	停滯	ting2 zhi4	stagnation, at a standstill, bogged down,	6
亭子	亭子	ting2 zi5	pavilion,	6
挺拔	挺拔	ting3 ba2	tall and straight,	6
通货	通貨	tong1 huo4	currency, exchange of goods,	6
通俗	通俗	tong1 su2	common, everyday, average,	6
通用	通用	tong1 yong4	common (use), interchangeable,	6
铜矿	銅礦	tong2 kuang4	Copper,	6
同胞	同胞	tong2 bao1	born of the same parents, sibling, fellow citizen, compatriot,	6
同志	同志	tong2 zhi4	comrade, homosexual (slang), CL:個|个[gè],	6
童话	童話	tong2 hua4	children's fairy tales,	6
统筹兼顾	統籌兼顧	tong3 chou2 jian1 gu4	an overall plan taking into account all factors,	6
统计	統計	tong3 ji4	statistics, to count, to add up,	6
统统	統統	tong3 tong3	totally,	6
投机	投機	tou2 ji1	to speculate (on financial markets), opportunistic, congenial, agreeable,	6
投票	投票	tou2 piao4	to vote, vote,	6
投降	投降	tou2 xiang2	to surrender, surrender,	6
投掷	投擲	tou2 zhi4	to throw sth a long distance, to hurl, to throw at, to throw (dice etc), to flip (a coin),	6
秃	禿	tu1	bald, blunt,	6
突破	突破	tu1 po4	to break through, to make a breakthrough, to surmount or break the back of (a task etc), (of ball sports) to break through a defense,	6
图案	圖案	tu2 an4	design, pattern,	6
徒弟	徒弟	tu2 di4	apprentice, disciple,	6
途径	途徑	tu2 jing4	way, channel,	6
涂抹	塗抹	tu2 mo3	to paint, to smear, to apply (makeup etc), to doodle, to erase, to obliterate,	6
土壤	土壤	tu3 rang3	soil,	6
团结	團結	tuan2 jie2	a rally, to hold a rally, to join forces,	6
团体	團體	tuan2 ti3	group, organization, team, CL:個|个[gè],	6
团圆	團圓	tuan2 yuan2	to have a reunion,	6
推测	推測	tui1 ce4	speculation, to conjecture, to surmise, to speculate,	6
推翻	推翻	tui1 fan1	to overthrow,	6
推理	推理	tui1 li3	reasoning, speculative, inference,	6
推论	推論	tui1 lun4	to infer, inference, corollary, reasoned conclusion,	6
推销	推銷	tui1 xiao1	to market, to sell,	6
吞咽	吞咽	tun1 yan4	to swallow, to gulp,	6
脱离	脫離	tuo1 li2	to separate oneself from, to break away from, diastasis (medicine), abscission, abjunction (botany),	6
拖延	拖延	tuo1 yan2	to adjourn, to delay, to defer, adjournment, procrastination,	6
托运	託運	tuo1 yun4	to consign (goods), to check through (baggage),	6
妥当	妥當	tuo3 dang5	appropriate, proper, ready,	6
妥善	妥善	tuo3 shan4	appropriate, proper,	6
妥协	妥協	tuo3 xie2	to compromise, to reach terms, a compromise,	6
椭圆	橢圓	tuo3 yuan2	oval, ellipse, elliptic,	6
唾沫	唾沫	tuo4 mo5	spittle, saliva,	6
挖掘	挖掘	wa1 jue2	to excavate, to dig, to unearth,	6
娃娃	娃娃	wa2 wa5	baby, small child, doll,	6
瓦解	瓦解	wa3 jie3	to collapse, to disintegrate, to crumble,	6
哇	哇	wa1	"replaces 啊 when following the vowel ""u"" or ""ao"","	6
哇	哇	wa5	"replaces 啊 when following the vowel ""u"" or ""ao"","	6
歪曲	歪曲	wai1 qu1	to distort, to misrepresent,	6
外表	外表	wai4 biao3	external, outside, outward appearance,	6
外行	外行	wai4 hang2	layman, amateur,	6
外界	外界	wai4 jie4	the outside world, external,	6
外向	外向	wai4 xiang4	outward-looking, extrovert, extroverted (personality), export-oriented (economy),	6
丸	丸	wan2	pill,	6
完备	完備	wan2 bei4	faultless, complete, perfect, to leave nothing to be desired,	6
完毕	完畢	wan2 bi4	to finish, to end, to complete,	6
玩弄	玩弄	wan2 nong4	to play with, to toy with, to dally with, to engage in, to resort to,	6
玩意儿	玩意兒	wan2 yi4 r5	erhua variant of 玩意[wán yì],	6
顽固	頑固	wan2 gu4	stubborn, obstinate,	6
顽强	頑強	wan2 qiang2	tenacious, hard to defeat,	6
挽回	挽回	wan3 hui2	to retrieve, to redeem,	6
挽救	挽救	wan3 jiu4	to save, to remedy, to rescue,	6
惋惜	惋惜	wan3 xi1	to feel sorry for a person over sth that should have happened,	6
万分	萬分	wan4 fen1	very much, extremely, one ten thousandth part,	6
往常	往常	wang3 chang2	habitually (in the past), as one used to do formerly, as it used to be,	6
往事	往事	wang3 shi4	past events, former happenings,	6
网络	網絡	Wang3 luo4	network (computing, telecommunications, transport etc),	6
网络	網絡	wang3 luo4	network (computing, telecommunications, transport etc),	6
妄想	妄想	wang4 xiang3	to attempt vainly, a vain attempt,	6
微不足道	微不足道	wei1 bu4 zu2 dao4	negligible, insignificant,	6
微观	微觀	wei1 guan1	micro-, sub-atomic,	6
威风	威風	wei1 feng1	might, awe-inspiring authority, impressive,	6
威力	威力	wei1 li4	might, formidable power,	6
威望	威望	wei1 wang4	prestige,	6
威信	威信	Wei1 xin4	prestige, reputation, trust, credit with the people,	6
