pinyin,hanzi,hsk,translation
chóng jìng,崇敬,6,"to revere, high esteem,"
chóng dié,重叠,6,"to overlap, to superimpose, to telescope, to run together, to duplicate, one over another, superposition, an overlap, redundancy, reduplication (in Chinese grammar, e.g. 散散步 to have a stroll),"
Chóng yáng jié,重阳节,6,"Double Ninth or Yang Festival, 9th day of 9th lunar month,"
chōu kòng,抽空,6,"to find the time to do sth,"
chóu bèi,筹备,6,"preparations, to get ready for sth,"
chóu chú,踌躇,6,"to hesitate,"
chóu mì,稠密,6,"dense,"
chǒu è,丑恶,6,"ugly, repulsive,"
chū lù,出路,6,"a way out (of a difficulty etc),"
chū mài,出卖,6,"to offer for sale, to sell, to sell out or betray,"
chū shēn,出身,6,"to be born of, to come from, family background, class origin,"
chū shén,出神,6,"entranced, Trance (music genre),"
chū xi,出息,6,"future prospects, profit, to mature, to grow up,"
chū yáng xiàng,出洋相,6,"to make a fool of oneself,"
chū bù,初步,6,"initial, preliminary, tentative,"
chǔ bèi,储备,6,"reserves, to store up,"
chǔ cún,储存,6,"stockpile, to store, to stockpile, storage,"
chǔ xù,储蓄,6,"to deposit money, to save, savings,"
chǔ fèn,处分,6,"to discipline sb, to punish, disciplinary action, to deal with (a matter), CL:個|个[gè],"
chǔ jìng,处境,6,"plight, unfavorable situation,"
chǔ zhì,处置,6,"to handle, to take care of, to punish,"
chù fàn,触犯,6,"to offend,"
chuān yuè,穿越,6,"to pass through, to cross, to overcome,"
chuān liú bù xī,川流不息,6,"the stream flows without stopping (idiom); unending flow,"
chuán bó,船舶,6,"shipping, boats,"
chuán dá,传达,6,"to pass on, to convey, to relay, to transmit, transmission,"
chuán dān,传单,6,"leaflet, flier, pamphlet,"
chuán shòu,传授,6,"to impart, to pass on, to teach,"
chuǎn qì,喘气,6,"to breathe deeply, to pant,"
chuàn,串,6,"to string together, to mix up, to conspire, to rove, to make a swift or abrupt linear movement (like a bead on an abacus), to move across, bunch or cluster, string (computing), classifier for rows or strings,"
chuáng dān,床单,6,"bed sheet, CL:條|条,件,張|张,床[chuáng],"
chuàng lì,创立,6,"to establish, to set up, to found,"
chuàng xīn,创新,6,"innovation, to bring forth new ideas, to blaze new trails,"
chuàng yè,创业,6,"to begin an undertaking, to start a major task, to initiate, to venture, venture, entrepreneurship,"
chuàng zuò,创作,6,"to create, to produce, to write, creative work, creation, CL:個|个[gè],"
chuī niú,吹牛,6,"to talk big, to shoot off one's mouth, to chat (dialect),"
chuī pěng,吹捧,6,"to flatter, to laud sb's accomplishments, adulation,"
chuí,锤,6,"hammer, to hammer into shape, weight (e.g. of a steelyard or balance),"
chuí zhí,垂直,6,"perpendicular, vertical,"
chún cuì,纯粹,6,"purely,"
chún jié,纯洁,6,"pure, clean and honest, to purify,"
cí huì,词汇,6,"vocabulary, list of words (e.g. for language teaching purposes),"
cí xiáng,慈祥,6,"kindly, benevolent (often of older person),"
cí xióng,雌雄,6,"male and female,"
cì,刺,6,"thorn, sting, thrust, to prick, to pierce, to stab, to assassinate, to murder,"
cì pǐn,次品,6,"substandard products, defective, seconds,"
cì xù,次序,6,"sequence, order,"
cì hòu,伺候,6,"to serve, to wait upon,"
cóng,丛,6,"cluster, collection, collection of books, thicket,"
cóng róng bù pò,从容不迫,6,"calm, unruffled,"
còu he,凑合,6,"to bring together, to make do in a bad situation, to just get by, to improvise, passable, not too bad,"
cū lǔ,粗鲁,6,"crude, coarse, rough,"
cuàn,窜,6,"to flee, to scuttle, to exile or banish, to amend or edit,"
cuī cán,摧残,6,"to ravage, to ruin,"
cuì ruò,脆弱,6,"weak, frail,"
cuō,搓,6,"to rub or roll between the hands or fingers, to twist,"
cuō shāng,磋商,6,"to consult, to discuss seriously, to negotiate, to confer, negotiations, consultations,"
cuò zhé,挫折,6,"setback, reverse, check, defeat, frustration, disappointment, to frustrate, to discourage, to set sb back, to blunt, to subdue,"
dā,搭,6,"to put up, to build (scaffolding), to hang (clothes on a pole), to connect, to join, to arrange in pairs, to match, to add, to throw in (resources), to take (boat, train),"
dā dàng,搭档,6,"to cooperate, partner,"
dā pèi,搭配,6,"to pair up, to match, to arrange in pairs, to add sth into a group,"
dá biàn,答辩,6,"to reply (to an accusation), to defend one's dissertation,"
dá fù,答复,6,"to answer, to reply, Reply to: (in email header),"
dá chéng,达成,6,"to reach (an agreement), to accomplish,"
dǎ bāo,打包,6,"to wrap, to pack, to ask for a doggy bag (at a restaurant),"
dǎ guān si,打官司,6,"to file a lawsuit, to sue, to dispute,"
dǎ jī,打击,6,"to hit, to strike, to attack, to crack down on sth, a setback, a blow, percussion (music),"
dǎ jià,打架,6,"to fight, to scuffle, to come to blows, CL:場|场[cháng],"
dǎ liang,打量,6,"to size sb up, to take measure of, to suppose, to reckon,"
dǎ liè,打猎,6,"to go hunting,"
dǎ zhàng,打仗,6,"to fight a battle, to go to war,"
dà bù liǎo,大不了,6,"at worst, if worst comes to worst, serious, alarming,"
dà chén,大臣,6,"chancellor (of a monarchy), cabinet minister,"
dà huǒ r,大伙儿,6,"erhua variant of 大伙[dà huǒ],"
dà shà,大厦,6,"large building, edifice, mansion, CL:座[zuò],"
dà sì,大肆,6,"wantonly, without restraint (of enemy or malefactor), unbridled,"
dà tǐ,大体,6,"in general, more or less, in rough terms, basically, on the whole,"
dà yi,大意,6,"careless,"
dà zhì,大致,6,"more or less, roughly, approximately,"
dǎi tú,歹徒,6,"evil-doer, malefactor, gangster, hoodlum,"
dài lǐng,带领,6,"to guide, to lead,"
dài jià,代价,6,"price, cost, consideration (in share dealing),"
dài lǐ,代理,6,"to act on behalf of sb in a responsible position, to act as an agent or proxy, surrogate,"
dài bǔ,逮捕,6,"to arrest, to apprehend, an arrest,"
dài màn,怠慢,6,"to slight, to neglect,"
dān bǎo,担保,6,"to guarantee, to vouch for,"
dǎn qiè,胆怯,6,"timid, cowardly,"
dàn jì,淡季,6,"off season, slow business season, see also 旺季[wàng jì],"
dàn shuǐ,淡水,6,"potable water (water with low salt content), fresh water,"
dàn bái zhì,蛋白质,6,"protein,"
dàn chén,诞辰,6,"birthday,"
dàn shēng,诞生,6,"to be born,"
dāng chǎng,当场,6,"at the scene, on the spot,"
dāng chū,当初,6,"at that time, originally,"
dāng miàn,当面,6,"to sb's face, in sb's presence,"
dāng qián,当前,6,"current, today's, modern, present, to be facing (us),"
dāng shì rén,当事人,6,"persons involved or implicated, party (to an affair),"
dāng wù zhī jí,当务之急,6,"top priority job, matter of vital importance,"
dāng xīn,当心,6,"to take care, to look out,"
dāng xuǎn,当选,6,"to be elected,"
dǎng,党,6,"party, association, club, society, CL:個|个[gè],"
dàng àn,档案,6,"file, record, archive,"
dàng cì,档次,6,"grade, class, quality, level,"
dǎo yǔ,岛屿,6,"island,"
dǎo bì,倒闭,6,"to go bankrupt, to close down,"
dǎo dàn,导弹,6,"guided missile, cruise missile, missile, CL:枚[méi],"
dǎo háng,导航,6,"navigation,"
dǎo xiàng,导向,6,"to be oriented towards, orientation,"
dǎo luàn,捣乱,6,"to disturb, to look for trouble, to stir up a row, to bother sb intentionally,"
dào gǔ,稻谷,6,"rice crops,"
dào qiè,盗窃,6,"to steal,"
dé bù cháng shī,得不偿失,6,"(saying) the gains do not make up for the losses,"
dé lì,得力,6,"able, capable, competent, efficient,"
dé tiān dú hòu,得天独厚,6,"(of an area) rich in resources, (of a person) gifted or able (idiom),"
dé zuì,得罪,6,"to commit an offense, to violate the law, excuse me! (formal), see also 得罪[dé zui],"
dēng,蹬,6,"to step on, to tread on, to wear, Taiwan pr. [dèng],"
dēng lóng,灯笼,6,"lantern,"
dēng lù,登陆,6,"to land, to come ashore, to make landfall (of typhoon etc), to log in,"
dēng lù,登录,6,"to register, to log in,"
děng jí,等级,6,"grade, rank, status,"
dèng,瞪,6,"to open (one's eyes) wide, to stare at, to glare at,"
dī bà,堤坝,6,"dam,"
dí shì,敌视,6,"hostile, malevolence, antagonism, to view as enemy, to stand against,"
dǐ dá,抵达,6,"to arrive, to reach (a destination),"
dǐ kàng,抵抗,6,"to resist, resistance,"
dǐ zhì,抵制,6,"to resist, to boycott, to refuse (to cooperate), to reject, resistance, refusal,"
dì zēng,递增,6,"to increase by degrees, in increasing order, incremental, progressive,"
dì bù,地步,6,"condition, situation, plight, extent, room for action,"
dì shì,地势,6,"terrain, topography relief,"
dì zhì,地质,6,"geology,"
diān bǒ,颠簸,6,"to shake, to jolt, to bump,"
diān dǎo,颠倒,6,"to turn upside-down, to reverse, back-to-front, confused, deranged, crazy,"
diǎn zhuì,点缀,6,"to decorate, to adorn, sprinkled, studded, only for show,"
diǎn lǐ,典礼,6,"celebration, ceremony,"
diǎn xíng,典型,6,"model, typical case, archetype, typical, representative,"
diàn,垫,6,"pad, cushion, mat, to pad out, to fill a gap, to pay for sb, to advance (money),"
diàn yuán,电源,6,"electric power source,"
diàn dìng,奠定,6,"to establish, to fix, to settle,"
diàn jì,惦记,6,"to think of, to keep thinking about, to be concerned about,"
diāo,叼,6,"to hold in the mouth,"
diāo kè,雕刻,6,"to carve, to engrave, carving,"
diāo sù,雕塑,6,"a statue, a Buddhist image, sculpture, to carve,"
diào,吊,6,"a string of 100 cash (arch.), to lament, to condole with,"
diào dòng,调动,6,"to transfer, to maneuver (troops etc), to mobilize, to bring into play,"
diē,跌,6,"to drop, to fall, to tumble, Taiwan pr. [dié],"
dīng,盯,6,"to watch attentively, to fix attention on, to stare, to gaze, to follow, to shadow sb,"
dīng zhǔ,叮嘱,6,"to warn repeatedly, to urge, to exhort again and again,"
dìng qī,定期,6,"regularly, at regular intervals,"
dìng yì,定义,6,"definition,"
diū rén,丢人,6,"to lose face,"
diū sān là sì,丢三落四,6,"forgetful, empty-headed,"
dōng dào zhǔ,东道主,6,"host, official host (e.g. venue for games or a conference),"
dōng zhāng xī wàng,东张西望,6,"to look in all directions (idiom), to glance around,"
dǒng shì zhǎng,董事长,6,"chairman of the board, chairman,"
dòng,栋,6,"classifier for houses or buildings, ridgepole (old),"
dòng jié,冻结,6,"to freeze (loan, wage, price etc),"
dòng xué,洞穴,6,"cave, cavern,"
dòng dàng,动荡,6,"unrest (social or political), turmoil, upheaval, commotion,"
dòng jī,动机,6,"motor, locomotive, motive, motivation, intention,"
dòng jìng,动静,6,"sound of activity or people talking, news of activity,"
dòng lì,动力,6,"power, motion, propulsion, force,"
dòng mài,动脉,6,"artery,"
dòng shēn,动身,6,"to go on a journey, to leave,"
dòng shǒu,动手,6,"to set about (a task), to hit, to punch, to touch,"
dòng tài,动态,6,"development, trend, dynamic state, movement, moving,"
dòng yuán,动员,6,"to mobilize, to arouse, mobilization, CL:次,個|个[gè],"
dōu,兜,6,"pocket, bag, to wrap up or hold in a bag, to move in a circle, to canvas or solicit, to take responsibility for, to disclose in detail, combat armor (old),"
dǒu qiào,陡峭,6,"precipitous,"
dòu zhēng,斗争,6,"a struggle, fight, battle,"
dū cù,督促,6,"to supervise and urge completion of a task, to urge on,"
dū shì,都市,6,"city, metropolis,"
dú cái,独裁,6,"dictatorship,"
dú pǐn,毒品,6,"drugs, narcotics, poison,"
dǔ bó,赌博,6,"to gamble,"
dǔ sè,堵塞,6,"to block, to stop, blockage,"
dù jué,杜绝,6,"to put an end to,"
duān,端,6,"end, extremity, item, port, to hold sth level with both hands, to carry, regular,"
Duān wǔ jié,端午节,6,"the Dragon Boat Festival (5th day of the 5th lunar month),"
duān zhèng,端正,6,"upright, regular, proper, correct,"
duǎn cù,短促,6,"short in time, fleeting, brief,"
duàn dìng,断定,6,"to conclude, to determine, to come to a judgment,"
duàn duàn xù xù,断断续续,6,"intermittent, off and on, discontinuous, stop-go, stammering, disjointed, inarticulate,"
duàn jué,断绝,6,"to sever, to break off,"
duī jī,堆积,6,"to pile up, to heap, accumulation,"
duì cè,对策,6,"countermeasure for dealing with a situation,"
duì chèn,对称,6,"symmetry, symmetrical,"
duì fu,对付,6,"to handle, to deal with, to cope, to get by with,"
duì kàng,对抗,6,"to withstand, to resist, to stand off, antagonism, confrontation,"
duì lì,对立,6,"to oppose, to set sth against, to be antagonistic to, antithetical, relative opposite, opposing, diametrical,"
duì lián,对联,6,"rhyming couplet, pair of lines of verse written vertically down the sides of a doorway, CL:幅[fú],"
duì yìng,对应,6,"to correspond, a correspondence, corresponding, homologous, matching with sth, counterpart,"
duì zhào,对照,6,"to contrast, to compare, to place side by side for comparison (as parallel texts), to check,"
duì huàn,兑换,6,"to convert, to exchange,"
duì xiàn,兑现,6,"(of a cheque etc) to cash, to honor a commitment,"
duì wǔ,队伍,6,"ranks, troops, CL:個|个[gè],"
dùn shí,顿时,6,"immediately, suddenly,"
duō yuán huà,多元化,6,"diversification, pluralism, to diversify,"
duō suo,哆嗦,6,"to tremble, to shiver, uncontrolled shaking of the body,"
duò luò,堕落,6,"to morally degenerate, to become depraved, a fall from grace, a fall into sin or depravity,"
é wài,额外,6,"extra, added, additional,"
è xīn,恶心,6,"bad habit, vicious habit, vice,"
è huà,恶化,6,"to worsen,"
è zhì,遏制,6,"to check, to contain, to hold back, to keep within limits, to constrain, to restrain,"
ēn yuàn,恩怨,6,"(feeling of) resentment, (longstanding) grudge,"
ér yǐ,而已,6,"that's all, nothing more,"
ěr huán,耳环,6,"earring, CL:隻|只,對|对[duì],"
èr yǎng huà tàn,二氧化碳,6,"carbon dioxide CO2,"
fā bù,发布,6,"to release, to issue, to announce, to distribute,"
fā cái,发财,6,"to get rich,"
fā dāi,发呆,6,"to stare blankly, to be stunned, to be lost in thought,"
fā dòng,发动,6,"to start, to launch, to unleash, to mobilize, to arouse,"
fā huǒ,发火,6,"to catch fire, to ignite, to detonate, to get angry,"
fā jué,发觉,6,"to find, to detect, to discover,"
fā shè,发射,6,"to shoot (a projectile), to fire (a rocket), to launch, to emit (a particle), to discharge, emanation, emission,"
fā shì,发誓,6,"to vow, to pledge, to swear,"
fā xíng,发行,6,"to publish, to issue (stocks, currency etc), to release, to distribute (a film),"
fā yán,发炎,6,"to become inflamed, inflammation,"
fā yáng,发扬,6,"to develop, to make full use of,"
fā yù,发育,6,"to develop, growth, development,"
fǎ rén,法人,6,"legal person, corporation, see also 自然人[zì rán rén],"
fān,番,6,"foreign, ethnic groups from outside China, (when used after a verb) times or fold, classifier for the number of iterations of an action or deed etc,"
fán huá,繁华,6,"flourishing, bustling,"
fán máng,繁忙,6,"busy, bustling,"
fán tǐ zì,繁体字,6,"traditional Chinese character,"
fán zhí,繁殖,6,"to breed, to reproduce, to propagate,"
fǎn bó,反驳,6,"to retort, to refute,"
fǎn cháng,反常,6,"unusual, abnormal,"
fǎn dào,反倒,6,"but on the contrary, but expectedly,"
fǎn dòng,反动,6,"reaction, reactionary,"
fǎn gǎn,反感,6,"to be disgusted with, to dislike, bad reaction, antipathy,"
fǎn kàng,反抗,6,"to resist, to rebel,"
fǎn kuì,反馈,6,"to send back information, feedback,"
fǎn miàn,反面,6,"reverse side, backside, the other side (of a problem etc), negative, bad,"
fǎn shè,反射,6,"to reflect, reflection (from a mirror etc), reflex (i.e. automatic reaction of organism),"
fǎn sī,反思,6,"to think back over sth, to review, to revisit, to rethink, reflection, reassessment,"
fǎn wèn,反问,6,"to ask (a question) in reply, to answer a question with a question, rhetorical question,"
fǎn zhī,反之,6,"on the other hand..., conversely...,"
fàn chóu,范畴,6,"category,"
fàn làn,泛滥,6,"to be in flood, to overflow (the banks), to inundate, to spread unchecked,"
fàn mài,贩卖,6,"to sell, to peddle, to traffic,"
fāng wèi,方位,6,"direction, points of the compass, bearing, position, azimuth,"
