hanzi	freq	pinyin	eng
芜	1409	wu2	overgrown with weeds
辫	1408	bian4	a braid or queue/to plait
嚎	1408	hao2	howl/bawl
妾	1408	qie4	concubine
幌	1403	huang3	advertising sign
踉	1403	liang2/liang4	jump, stagger/sway from side to side
佃	1401	dian4	farmer
葫	1399	hu2	Allium scorodoprasum/bottle gourd
皖	1396	wan3	Anhui
拽	1396	ye4/zhuai1/zhuai4	drag, throw, drag
滤	1394	lu:4/lv4	to strain/to filter
睬	1392	cai3	pay attention/take notice of/to care for
俞	1388	yu2	(surname)/accede
匕	1388	bi1/bi3	an ancient type of spoon, dagger/ladle
谤	1387	bang4	to slander/defame/speak ill of
嗤	1387	chi1	laugh at/jeer/scoff at/sneer at
捍	1385	han4	ward off (a blow)
孵	1383	fu1	hatch
倪	1380	ni2	(surname)
瘾	1379	yin3	addiction/craving
敝	1378	bi4	my (polite)/poor/ruined/shabby/worn out/defeated
匡	1378	kuang1	correct
磋	1377	cuo1	deliberate/to polish
绫	1377	ling2	damask/thin silk
尧	1375	yao2	(surname)/emperor Yao
蕊	1373	rui3	stamen/pistil
烘	1371	hong1	bake/heat by fire
璋	1371	zhang1	ancient stone ornament
亢	1367	kang4	overbearing
轧	1367	ya4/zha2	crush/in the first place
赂	1362	lu4	bribe/bribery
蝗	1360	huang2	locust
榆	1360	yu2	elm
骏	1358	jun4	spirited horse
诛	1358	zhu1	execute/punish
勺	1357	shao2	spoon
梵	1355	fan4	Brahma/Sanskrit
炽	1354	chi4	flame/blaze
笠	1354	li4	bamboo rain hat
颌	1353	he2	maxilla and mandible
闸	1352	zha2	gear/watergate
狒	1349	fei4	hamadryad baboon
樊	1346	fan2	(surname)/cage/fence
垢	1341	gou4	dirt/disgrace
瘟	1341	wen1	epidemic/pestilence/plague
缪	1341	miao4/mou2	(surname), to wind round
菇	1339	gu1	mushroom
琦	1338	qi2	curio/valuable stone
剃	1337	ti4	shave, shave/to weed
迸	1329	beng4	to burst forth/to spurt/to crack/split
溺	1329	ni4/niao4	drown/indulge/be addicted to/spoil (a child), urinate/urine
炫	1329	xuan4	dazzle/to show off, to boast/to show off
惚	1327	hu1	indistinct
嗨	1326	hai1/hei1	oh alas
陨	1324	yun3	fall/meteor/perish
赃	1321	zang1	booty/spoils
羁	1320	ji1	halter/restrain
臻	1318	zhen1	to reach/utmost
嘀	1318	di2/di1	backbite
膳	1315	shan4	meals
赣	1312	gan4	Jiangxi
踌	1310	chou2	pace back and forth/hesitate/waver
殉	1310	xun4	buried with dead/die for a cause
桔	1309	jie2/ju2	Platycodon grandiflorus, tangerine
瞿	1309	ju4/qu2	startled, (surname)
闽	1307	min3	(N) abbreviation for Fujian Province
豚	1305	tun2	suckling pig
掺	1303	chan1/shan3	mix, to grasp
沌	1303	dun4	confused/turbid
惰	1302	duo4	lazy
喳	1302	cha1/zha1	twitter/chirp
椭	1301	tuo3	ellipse
咪	1298	mi1	sound to call cat
霎	1296	sha4	all of a sudden/drizzle
侃	1295	kan3	bold
猝	1293	cu4	abrupt/hurried
窖	1292	jiao4	cellar
戮	1292	lu4	kill
祠	1291	ci2	ancestral hall/temple
瞩	1284	zhu3	to gaze at/to stare at
菁	1284	jing1	flower of leek
躇	1283	chu2	hesitate
佬	1283	lao3	male/man (Cantonese)
肋	1282	lei4	rib
咄	1282	duo1	noise of rage, cry out in anger
忡	1273	chong1	grieved/distressed/sad/uneasy
雍	1272	yong1	(surname)/harmonious
忱	1268	chen2	sincerity/honesty
蕾	1268	lei3	bud
跄	1265	qiang1/qiang4	walk rapidly, stagger/sway from side to side
硅	1264	gui1	silicon
伎	1264	ji4	craft
炊	1262	chui1	dress food/to steam/to cook food
钊	1261	zhao1	encourage/to cut/to strain
蝠	1259	fu2	bat
屎	1257	shi3	stool/feces
拭	1257	shi4	wipe
谛	1257	di4	examine/truth (Buddhist)
褪	1256	tun4/tui4	fade/take off (clothes)
丞	1254	cheng2	deputy
卉	1253	hui4	plants
隧	1252	sui4	subterranean/underground passage
茸	1247	rong2	confused/fluffy/luxuriant growth
钳	1243	qian2	pincers/pliers/tongs/claw (of animal)/to grasp with pincers/to pinch/to clamp/to restrain/to restrict/to gag
啃	1242	ken3	to gnaw/to nibble/to bite
伢	1242	ya2	child (collequial)
闺	1236	gui1	women's apartment
舔	1236	tian3	to lick/to lap
蹬	1233	deng4/deng1	step into (as tight shoe)
挛	1230	luan2	twisted/bent/crooked/cramped
眺	1230	tiao4	gaze afar
袱	1227	fu2	bundle wrapped in cloth
陇	1225	long3	Gansu
殴	1221	ou1	brawl
柿	1221	shi4	persimmon
梧	1218	wu2	Sterculia platanifolia
惺	1216	xing1	tranquil/understand
弛	1215	chi2	unstring a bow/slacken/relax/loosen
侥	1215	jiao3/yao2	by mere luck
琛	1215	chen1	precious stone/gem
捅	1211	tong3	poke through
酝	1206	yun4	to brew
薯	1204	shu3	potato/yam
曳	1203	ye4	drag
澈	1202	che4	clear (water)/thorough
锈	1198	xiu4	rust
稠	1194	chou2	dense/crowded/thick/many
眸	1193	mou2	pupil of the eye
咆	1191	pao2	to roar
簧	1190	huang2	metallic reed/spring of lock
鸥	1189	ou1	common gull
疡	1189	yang2	ulcers/sores
渎	1186	du2	ditch/trouble (some one to do)
汲	1183	ji2	draw water from well
嬉	1183	xi1	amusement
脓	1180	nong2	pus
骡	1178	luo2	mule
穗	1178	sui4	ear of grain
槛	1176	jian4/kan3	bar/railing, door sill/threshold
拎	1176	ling1/lin1	to haul/to lift/to take
巳	1176	si4	6th earthly branch/9-11 a.m.
邢	1176	xing2	(surname)/place name
廿	1175	nian4	twenty
搀	1172	chan1	assist by the arm/mix/support/sustain
曙	1171	shu3	dawn/the dawn of a new epoch (metaphor)
樵	1169	qiao2	firewood/gather wood
隅	1167	yu2	corner
筛	1166	shai1	to filter/to sift/to sieve
谒	1163	ye4	to visit (a superior)
倭	1160	wo1	Japanese/dwarf
痹	1158	bi4	paralysis, numbness, numb/paralysis
猖	1157	chang1	mad/wild
佯	1154	yang2	pretend
肛	1147	gang1	anus
奚	1147	xi1	what why
甭	1146	beng2	need not
抨	1146	peng1	attack/impeach
蛾	1145	e2	moth
唠	1143	lao2/lao4	to chatter
荧	1142	ying2	Polyeonatum officinale/glimmer/glimmering/dazzling/perplexed
嵩	1142	song1	lofty/name of a mountain in Henan
漱	1139	shu4	to rinse (mouth)
酋	1138	qiu2	tribal chief
攘	1138	rang3	throw into confusion
诘	1138	jie2	investigate/restrain/scold
篡	1137	cuan4	to seize/to usurp
睿	1134	rui4	astute/perspicacious/farsighted
噩	1133	e4	startling
怅	1132	chang4	regretful/upset/despair/depressed
盎	1131	ang4	abundant/bowl/dish/pot
徙	1131	xi3	change one's residence
鞅	1130	yang3/yang1	martingale
漓	1127	li2	pattering (of rain)/seep through
祟	1127	sui4	evil spirit
睫	1126	jie2	eyelashes
攸	1126	you1	distant, far/adverbial prefix
翎	1125	ling2	tail feathers
呛	1120	qiang1/qiang4	against wind, choke/pungent
筐	1119	kuang1	basket
堑	1119	qian4	moat around a city
檀	1119	tan2	sandal wood
寅	1117	yin2	3-5 a.m./3rd earthly branch
磊	1114	lei3	lumpy/rock pile/uneven
驭	1114	yu4	manage/to drive
惘	1114	wang3	desolate
吠	1113	fei4	to bark
驮	1111	duo4/tuo2	carry on back, carry on back
瑙	1108	nao3	agate
炬	1107	ju4	torch
痉	1106	jing4	spasm
曝	1105	pu4	to air/to sun
恺	1105	kai3	joyful/kind
胺	1103	an4	amine
萤	1103	ying2	firefly
敕	1103	chi4	imperial orders
筝	1100	zheng1	(mus. instr.)
幡	1097	fan1	banner
霹	1095	pi1	clap of thunder
竺	1095	zhu2	(surname)
烙	1093	lao4	bake/flat iron/large cake
毗	1093	pi2	adjoin/border
鸠	1092	jiu1	turtle-dove/Turtur orientalis
埠	1091	bu4	a jetty/port/a city/quay
蒜	1091	suan4	garlic
阜	1089	fu4	abundant/mound
嘈	1087	cao2	bustling/tumultuous/noisy
乒	1086	ping1	bing (onomat.)
帷	1086	wei2	curtain/screen
啄	1084	zhuo2	to peck
鳌	1083	ao2	sea turtle
毡	1082	zhan1	felt
阙	1082	que1/que4	deficiency, (surname)/imperial city
褥	1081	ru4	mattress
搔	1080	sao1	disturb/to scratch
笋	1079	sun3	bamboo shoot
冕	1078	mian3	royal crown
狞	1078	ning2	fierce-looking
韶	1078	shao2	(music)/excellent/harmonious
骼	1078	ge2	skeleton
蔼	1075	ai3	friendly
烹	1074	peng1	cuisine/cooking
奄	1073	yan1/yan3	castrate/to delay, suddenly/to embrace
嫖	1073	piao2	visit a prostitute
沐	1072	mu4	bathe/cleanse/receive favors
噗	1070	pu1	sound of escaping laughter/water
岑	1069	cen2	a small hill/(a surname)
蛟	1069	jiao1	scaly dragon
掳	1067	lu3	take captive
咏	1067	yong3	sing
弩	1067	nu3	cross-bow
捻	1066	nian3	twirl (in the fingers)
圃	1066	pu3	garden/orchard
孚	1066	fu2	trust
悴	1064	cui4	haggard/sad/downcast/distressed
诣	1063	yi4	go
呱	1063	gu1/gua1	crying sound of child
祁	1062	qi2	(surname)
捶	1061	chui2	beat with the fist/to hammer/to cudgel
钠	1061	na4	sodium
袄	1057	ao3	coat/jacket/short and lined coat or robe
澎	1056	peng2	sound of waves
氮	1055	dan4	nitrogen
恪	1055	ke4	(surname)/respectful
雏	1052	chu2	chick/young bird
撮	1049	cuo1	bring together/little bit/shovel/gather up/bring together/pick
堰	1049	yan4	weir
彷	1049	pang2	irresolute
鹦	1049	ying1	parrot
晖	1046	hui1	bright/radiant
犀	1044	xi1	rhinoceros
腑	1043	fu3	internal organs
沽	1043	gu1	buy/sell
橄	1043	gan3	olive
掐	1042	qia1	pick (flowers)/to pinch
亵	1042	xie4	licentious
龋	1040	qu3	decayed teeth/dental caries
嗒	1038	ta4/da1	to despair
咀	1037	ju3	chew
祺	1034	qi2	felicity
锚	1033	mao2	anchor
匾	1033	bian3/pian2	a tablet/a board with an inscription/a sign hung above a door, basket-couch in coffin
乓	1032	pang1	bang (onomat.)
萃	1032	cui4	collect/collection/dense/grassy/thick/assemble/gather
贻	1032	yi2	bequeath
揖	1031	yi1	greet (by raising the joined hands)
觑	1031	qu4	to spy/watch for
吝	1030	lin4	stingy
憔	1030	qiao2	haggard
羌	1029	qiang1	educated/name of a tribe/strong
诲	1028	hui4	admonish/instruct
砾	1028	li4	gravel/small stone
蠕	1028	ru2	to squirm/to wiggle/to wriggle
肴	1026	yao2	mixed/viands, meat dishes
撩	1025	liao1/liao2	lift up (skirt)/pull up (sleeve), stitch/take/tease
坍	1015	tan1	collapse
酥	1014	su1	flaky
袅	1012	niao3	delicate/graceful
黝	1010	you3	black/dark green
俾	1007	bi3	to cause/to enable
嫣	1005	yan1	captivating
穹	1004	qiong2	arched/lofty/vast
秧	1003	yang1	shoots/sprouts
妊	1001	ren4	be pregnant
溉	1000	gai4	irrigate
鹊	999	que4	magpie
聿	999	yu4	introductory part./pen
疙	998	ge1	pimple/wart
蘑	998	mo2	mushroom
睾	996	gao1	bank/marsh/testicles
楷	994	kai3	norm/model/(writing)
酵	992	jiao4	yeast
茹	992	ru2	eat/rubicene (chem.)
锌	992	xin1	zinc
滇	991	dian1	Yunnan
辗	990	zhan3/nian3	roll over on side/turn half over
纂	990	zuan3	compile
圭	988	gui1	jade tablet
幔	988	man4	curtain
褒	987	bao1	to praise
揍	986	zou4	beat up/break to pieces
诽	985	fei3	slander
倔	985	jue2/jue4	crabby/tough
腓	984	fei2	calf of leg/decay/protect
颉	984	xie2/jie2	(surname)/fly upwards/neck
锄	981	chu2	a hoe/to hoe or dig/to weed/get rid of
嗔	979	chen1	to be angry at
磺	978	huang2	sulfur
攒	977	cuan2/zan3	bring together, collect/hoard
瘩	974	da2	sore/boil/scab
雳	974	li4	clap of thunder
吆	973	yao1	shout
悚	973	song3	frightened
墩	972	dun1	block/gate pillar/pier
彝	972	yi2	normal nature of man/rule
囱	968	cong1	window/chimney
逍	968	xiao1	leisurely/easy-going
辄	967	zhe2	sides of chariot where weapons
桅	966	wei2	mast
俨	966	yan3	majestic/dignified
纶	965	lun2	classify/silk thread/twist silk
悸	964	ji4	afraid
殃	964	yang1	calamity
帧	962	zheng4/zhen1	frame/one of a pair (scrolls)/picture
俐	960	li4	clever
绮	958	qi3	beautiful/open-work silk
袒	957	tan3	to bare
籽	957	zi3	seeds
孰	956	shu2	who/which/what
愫	952	su4	guileless/sincere
拌	950	ban4	to mix/mix in/to toss (a salad)
橙	946	cheng2	orange tree/the color orange/orange
暨	946	ji4	and/reach to/the end
敖	945	ao2	ramble
赘	945	zhui4	superfluous
抉	944	jue2	dig/pick
淤	943	yu1	silt
剌	943	la2/la4	to slash, cruel/obstinate
娼	943	chang1	prostitute
顼	942	xu4/xu1	grieved/anxious
葵	941	kui2	sunflower
哝	941	nong2	garrulous
酣	939	han1	intoxicated
麓	939	lu4	foot of a hill
钵	938	bo1	alms bowl/small earthenware basin
琅	938	lang2	(gem)/tinkling of pendants
簸	937	bo3/bo4	to winnow, dust pan/toss (as waves)
禾	936	he2	cereal/grain
铢	936	zhu1	forty-eighth part of a tael
璧	929	bi4	piece of jade with hole in center
娠	928	shen1	pregnant
彗	926	hui4	comet
惋	925	wan3	regret, be sorry/alarmed
腋	925	ye4	armpit
螂	925	lang2	dragonfly/mantis
阪	924	ban3	a slope/hillside
掣	922	che4	pull/obstruct/hinder/draw
劾	922	he2	impeach
沥	918	li4	drip
粱	918	liang2	sorghum
惮	916	dan4	dread/fear/dislike
氖	915	nai3	neon
捎	913	shao1	bring or take (along)
羔	911	gao1	lamb
俟	910	si4	until/wait for
渲	906	xuan4	wash (color)
榄	905	lan3	olive
茧	904	jian3	cocoon
霓	903	ni2	rainbow
鹉	901	wu3	parrot
胥	901	xu1	all/assist/to store
琶	900	pa2	(mus. instr.)
撬	900	qiao4	to lift
橘	900	ju2	tangerine
笆	896	ba1	an article made of bamboo strips/fence
痊	893	quan2	recover (from illness)
亟	893	ji2/qi4	urgent, repeatedly/frequently
渭	892	wei4	name of a river
狙	891	ju1	(ape)/to spy/lie in ambush
珂	889	ke1	jade-like stone
刨	888	bao4/pao2	a plane/to plane/level or make smooth, a plane/to plane, eliminate/to dig/to question
蜕	886	tui4	exuviae of insects or reptiles
谚	884	yan4	proverb
憧	883	chong1	irresolute/unsettled
瞟	883	piao3	cast a glance
馒	881	man2	steamed bread
拗	881	ao4/niu4	bend/break in two, stubborn/contrary
帚	878	zhou3	broom
钗	878	chai1	hairpin
喋	877	die2	flowing flood/to chatter
箫	874	xiao1	(flute)/pan pipes/xiao - a vertical bamboo flute
刁	871	diao1	artful/wicked
怦	869	peng1	impulsive
缭	867	liao2	lines for a sail/wind round
迥	866	jiong3	distant
湄	866	mei2	brink/edge
磐	864	pan2	firm/stable/rock
渝	864	yu2	Chongqing
冗	863	rong3	extraneous
闵	863	min3	(surname)/feel compassion for
噶	862	ga2	(phonetic)
黏	862	nian2	sticky
蕃	860	fan2/fan1	flourishing/to reproduce
弼	858	bi4	assist
驿	858	yi4	remount stations
淄	857	zi1	black/name of a river
饺	856	jiao3	dumplings with meat filling
踞	854	ju4	be based upon/squat
韬	854	tao1	bow case/to cover
婷	853	ting2	graceful
唆	852	suo1	incite/suck
蜒	852	yan2	slug
偎	850	wei1	to cuddle
榨	849	zha4	salted vegetable/to extract
漉	849	lu4	strain liquids
碉	848	diao1	Tibetan stone house
皈	848	gui1	comply with/follow
矜	848	jin1	boast/esteem/sympathize
笈	847	ji2	trunks (for books)
枷	845	jia1	cangue
鲨	845	sha1	shark
蹑	844	nie4	chase/step/tread
瀚	842	han4	ocean/vastness
酪	840	lao4	Chinese cream/cheese
癖	840	pi3	habit/hobby
烬	837	jin4	ashes/embers
揩	837	kai1	wipe
炙	837	zhi4	broil
蜷	837	quan2	Melania libertina/wriggle (as a worm)
侏	836	zhu1	dwarf
凋	835	diao1	withered
漪	833	yi1	ripple
悻	832	xing4	angry
蹋	826	ta4	step on
讪	826	shan4	abuse/slander
搐	823	chu4	lead/pull
碘	823	dian3	iodine
帛	822	bo2	silk
诠	821	quan2	explain/comment
碾	820	nian3	stone roller
擂	819	lei2/lei4	beat/to grind, beat (a drum)
苯	816	ben3	benzene
诃	814	he1	to blame/ridicule in loud voice
铎	813	duo2	large ancient bell
戊	811	wu4	5th heavenly stem
荀	811	xun2	(surname)
驹	810	ju1	colt
攫	810	jue2	seize (bird or animal)
憬	809	jing3	awaken
哽	805	geng3	choking
踵	805	zhong3	arrive/follow/heel
蟒	804	mang3	Python molurus
漾	803	yang4	d (23rd)/ripples
啧	802	ze2	(interj. of admiration or of disgust)/to click one's tongue/to attempt to (find an opportunity to) speak
吮	800	shun3	to suck
楠	800	nan2	Machilus nanmu
氟	800	fu2	fluorine
怂	799	song3	arouse
叼	797	diao1	(v) hold sth in the mouth
竣	794	jun4	complete/finish
偕	794	jie1/xie2	in company with, in company with
漩	794	xuan2	eddy
蹭	793	ceng2/ceng4	rub, rub against/walk slowly
翌	793	yi4	bright/tomorrow
臆	792	yi4	feelings/opinion/thoughts
挝	792	zhua1/wo1	beat
绚	790	xuan4	adorned/swift
崽	790	zai3	young of animals
糜	789	mi2	dissolved/rice-gruel/wasted
瘢	788	ban1	mark/scar on the skin
跤	787	jiao1	bones of leg/wrestle
阑	786	lan2	door-screen/exhausted/late
恬	786	tian2	quiet, calm, tranquil, peaceful
豢	785	huan4	feed pigs and dogs/to rear
汶	783	wen4	name of a river
跷	783	qiao1	raise one's foot
琵	781	pi2	(mus. instr.)
憨	780	han1	silly/simple-minded
螅	779	xi1	(intestinal worm)
惴	777	zhui4	anxious/worried
戟	775	ji3	a lance with two points
匮	773	kui4	(surname)/lacking/empty/exhausted
恙	772	yang4	sickness
抿	771	min3	purse up (lips)/to smooth
桢	771	zhen1	evergreen shrub
笺	770	jian1	letter/note-paper
蛤	769	ge2/ha2	clam, frog/toad
瞳	769	tong2	pupil of the eye
瓢	766	piao2	dipper/ladle
秤	765	cheng3/cheng4	steel yard/scales, steelyard
跺	765	duo4	(v) stamp one's foot
潦	765	lao3/liao2	flooded/heavy rain
芹	765	qin2	Chinese celery
哒	764	da1	(phonetic)/command to a horse/clatter (of horses' hoofs)
饬	763	chi4	keep in order/stern/to order/direct
栩	762	xu3	Quercus serrata
曦	761	xi1	light of day
骷	760	ku1	skeleton
嫡	758	di2	first wife/son of first wife
卤	758	lu3	brine/salt/gravy, crass/halogen/salt/brine
丕	758	pi1	grand
鬓	758	bin4	temples/hair on the temples
梓	755	zi3	Catalpa kaempferi
惦	752	dian4	think of, remember, miss
浚	752	jun4/xun4	deepen/enlighten/profound
藐	750	miao3	despise/small
荃	750	quan2	(fragrant plant)
唧	749	ji1	(onomat.)/to pump (water)
玺	749	xi3	ruler's seal
汛	748	xun4	high water/sprinkle water
铐	748	kao4	shackles, manacle
髅	747	lou2	skull
渤	745	bo2	Gulf of Chili
箍	743	gu1	hoop/bind with hoops
馅	742	xian4	stuffing/forcemeat
汾	741	fen2	name of a river
戍	741	shu4	garrison
痔	741	zhi4	piles/hemorrhoid
褶	740	xi2/zhe3	(arch.) court dress, pleat/crease
聆	739	ling2	apprehend/hear/listen
涎	738	xian2	saliva/shamelessly
汞	738	gong3	mercury
渍	737	zi4	saturate/soak
奂	737	huan4	(surname)/excellent
巅	737	dian1	summit
疣	737	you2	nodule/wart
傩	736	nuo2	exorcise demons
逵	736	kui2	crossroads/thoroughfare
耆	735	qi2	man of sixty or seventy
蟋	734	xi1	cricket
鳄	734	e4	crocodile/alligator
讹	729	e2	error/exhort/false
膺	726	ying1	breast/receive
蹿	724	cuan1	jump up
筏	722	fa2	raft (of logs)
釜	722	fu3	kettle/caldron
沂	722	yi2	name of a river
坯	720	pi1	unburnt earthenware
峦	718	luan2	mountain ranges
摒	717	bing4	arrange/drive off/expel
蟀	717	shuai4	cricket
撵	716	nian3	expel
浒	715	hu3	bank of a river
缤	715	bin1	helter-skelter/mixed colors/in confusion
嵋	713	mei2	name of a mountain in Sichuan
珑	713	long2	tinkling of gem-pendants
苞	712	bao1	flower calyx/luxuriant/profuse
瑾	710	jin3	brilliancy (of gems)
钾	709	jia3	potassium
暧	709	ai4	obscure/clandestine
赓	706	geng1	continue (as a song)
叟	703	sou3	old gentleman
佚	702	yi4	(surname)/idle
沓	699	ta4	(surname)/again and again/many
撂	698	liao4	to leave (it)
蛊	696	gu3	insanity/poison
甥	696	sheng1	nephew
璐	696	lu4	(jade)
晏	696	yan4	(surname)/late/quiet
瘪	694	bie3	deflated/shriveled/sunken/empty
漳	694	zhang1	name of a river
阉	692	yan1	castrate
蹂	691	rou2	trample
鳃	690	sai1	gills of fish
湃	689	pai4	sound of waves
辘	689	lu4	windlass
僭	688	jian4	usurp
鼾	688	han1	snore
懵	685	meng3	stupid
镰	684	lian2	scythe/sickle
寐	684	mei4	sleep soundly
褚	684	chu3	(surname)
涧	681	jian4	mountain stream
蝙	679	bian1	bat
脐	677	qi2	navel
辕	675	yuan2	shafts of cart/yamen
涣	674	huan4	disperse expansive (of river)
杞	674	qi3	(willow)/name of a feudal state
煜	674	yu4	brilliant/glorious
骥	674	ji4	thoroughbred horse/refined and virtuous
傣	672	dai3	the Dai minority living in South China
嗳	672	ai3/ai4	(interj. of disapproval), (interj. of regret)
祯	672	zhen1	auspicious/lucky
酉	671	you3	10th earthly branch/5-7 p.m.
捺	670	na4	(downwards-right concave character stroke)/press down firmly
瑕	670	xia2	blemish/flaw in jade
鑫	670	xin1	(used in names)
馋	669	chan2	gluttonous/greedy
窿	668	long2	cavity/hole
楔	667	xie1	to wedge/wedge
胱	667	guang1	bladder
荔	665	li4	litchi
蟆	664	ma2/ma	toad, toad
湍	663	tuan1	to rush (of water)
屹	663	yi4	high and steep
遐	663	xia2	abandon/distant
轲	663	ke1	given name of Mencius
镯	662	zhuo2	bracelet
桦	660	hua4	Betula japonica
炖	660	dun4	stew slowly, stew
钡	659	bei4	barium
羚	659	ling2	antelope
啬	659	se4	stingy
诩	659	xu3	brag/harmony/make known
绯	658	fei1	dark red/purple silk
掖	656	ye1/ye4	tuck (in)
涸	655	he2	to dry/to dry up
鸳	654	yuan1	mandarin duck
塾	654	shu2	private tutorage
呸	653	pei1	to spit (in contempt)
抡	652	lun1/lun2	whirl (one's arm), select
擞	652	sou3	shake/trembling
熹	652	xi1	bright/warm
坷	649	ke3	uneven (path)/unfortunate (in life)
瓮	648	weng4	earthen jar/urn
亘	648	gen4	extend across/through
嗟	648	jie1/jue1	sigh, sigh
筵	648	yan2	bamboo mat for sitting
跛	648	bo3	lame/crippled
汕	647	shan4	Swatow
欤	646	yu2	(interrog. part.)
壑	643	he4	gully
溥	640	pu3	extensive/pervading
姗	640	shan1	deprecate/lithe (of woman's walk)
踊	639	yong3	leap
枭	638	xiao1	brave/owl/strix uralensis
暄	638	xuan1	genial and warm
稷	638	ji4	(millet)
跚	638	shan1	limp
涟	636	lian2	ripple/tearful
瀛	636	ying2	ocean
笙	636	sheng1	(mus. instr.)
滕	635	teng2	(surname)/place name
踝	635	huai2	ankle (bone)
贰	634	er4	two (fraud-proof)
瞰	634	kan4	bird's-eye view/glance
恻	632	ce4	sorrowful
嚏	631	ti4	sneeze
迢	629	tiao2	remote
獗	629	jue2	unruly/rude
邯	628	han2	name of a district in Hebei
睑	628	jian3	eyelid
